pay_layout,gnd_layout,n_routings_checked,n_poses_checked,feasible,n_wcc_fail,n_wfc_fail,n_ifc_fail,n_ifc_fail_cable_cable,n_ifc_fail_exit_angle,wfc_fail_residual_min,wfc_fail_residual_median,wfc_fail_residual_max,wfc_fail_residual_force_median,wfc_fail_residual_moment_median,wfc_fail_residual_force_lateral_median,wfc_fail_residual_force_vertical_median,n_wfc_verify_attempted,n_wfc_verify_rescued,conditioning_index,manipulability,sigma_min,sigma_max,rank_ok,wfc_ok,max_wfc_residual,max_wfc_residual_force,max_wfc_residual_moment,ifc_ok,min_cable_cable_dist,min_exit_angle_margin,wfc_rescued_by_reposition,best_routing
wave,parallelepiped-int,78,10,True,18,108,50,50,0,1.5323325438864113,13.904329236781123,23.267112506702716,13.834848979614641,1.6048208576205703,13.834765383270717,0.01341017688774393,6,1,0.008663691463687903,0.0011791209826825862,0.021012815953825825,2.429958309455622,True,True,9.305364597889226e-15,8.881784197001252e-15,2.7755575615628914e-15,True,0.2874282890350446,0.5263781171411518,True,A-C|B-B|C-A|C-B|D-C|E-D
central-trapezoid,trapezoid-ext,78,10,True,2,218,60,60,0,1.5261399922417966,14.727758280154191,23.020424299906562,14.584701265155218,1.6387248751715924,14.584658526697277,0.025765228427614417,6,1,0.007969474586153972,0.001287472417266191,0.019381245563344477,2.431935173871703,True,True,1.8708072546576045e-14,1.3053503572900977e-14,1.3401418689087129e-14,True,0.1229854003855814,0.5823434580765492,True,A-A|B-D|C-A|D-B|D-C|E-D
wave,rectangle-same,78,10,True,6,244,57,57,0,1.587946421637485,14.872224689633978,21.489145632318817,14.783187022553724,2.024514244909822,14.783122794029417,0.01748597731209678,10,1,0.007929347564853438,0.003444088509279685,0.01867587589140617,2.4332213118651453,True,True,0.9230220311641323,0.07296849407987269,0.9201332886522886,True,0.35955495693240963,0.41981971932396717,True,A-A|B-A|C-B|C-C|D-D|E-C
trapezoid-int,3X2,180,10,True,12,761,126,126,0,1.6719284454821983,16.225811375730867,23.009563544998425,14.841873021810159,6.432662993143871,14.841814813091208,0.07110795492940092,18,1,0.007345305461235967,0.0023040443952453858,0.01902419851762017,2.5899805825664113,True,True,0.5833957315160325,0.06375753242687057,0.579901333512834,True,0.06571838913724709,0.45010767143417935,True,A-A|B-D|B-E|C-C|C-F|D-B
parallelepiped-ext,wave,78,10,True,22,124,46,46,0,1.6057834979202286,14.228398449797362,23.325092508887145,14.136693167908563,1.847562877110891,14.13668144588443,0.006283071219113978,8,1,0.0066487730008911285,0.0009098963346410271,0.016457094371038355,2.5229194474302696,True,True,1.4474391957688648,0.18873558169042992,1.435081567595373,True,0.13016141238400017,0.445145612171237,True,A-A|A-C|B-E|C-D|D-B|D-C
parallelepiped-int,central-parallelepiped,78,10,True,18,336,42,42,0,2.0090183181452526,13.711135813372167,23.271883902020065,13.47751836583436,2.3487162790812564,13.477418614162197,0.02009367657134753,9,1,0.006261140136072785,0.003633033490645457,0.013788922752041563,2.4082533707446965,True,True,1.3821776639727632,0.2545318423472841,1.3585391551282215,True,0.15486237793965058,0.3914966099903299,True,A-C|B-A|B-E|C-B|C-C|D-D
parallelepiped-ext,central-parallelepiped,78,10,True,18,217,46,46,0,1.5896083495781383,13.874954700228493,23.342446247583748,13.540362859712832,2.5717557176776196,13.540197847125196,0.01164847184786133,9,1,0.006162283720895548,0.0035798474973436365,0.015369241532765702,2.500171372699809,True,True,0.5693006001638541,0.07874182496676836,0.5638287846038257,True,0.08918746693267764,0.32651322683833955,True,A-A|A-C|B-E|C-C|D-B|D-D
hexagon,trapezoid-int,180,10,True,12,428,138,138,0,2.0310318558459564,13.006741057315502,25.455536378202254,12.830018221945046,2.122055697400733,12.830018221945046,0.020926388148609476,5,1,0.004438270502606923,0.003446073597126048,0.009966661083114324,2.4072943482177327,True,True,1.3845188145034506,0.11605678497792415,1.3796460308262508,True,0.1342780107881474,0.47719834944987555,True,A-A|B-C|C-B|D-D|E-B|F-C
central-trapezoid,rectangle-opposite,78,10,True,12,330,45,45,0,1.6311200979634677,13.678936374047513,23.370071332822118,13.32629020656533,2.6582927442314634,13.326251250743445,0.02482964894951145,17,1,0.004248589298538034,0.006661784794498507,0.009534833197318293,2.4094460795787254,True,True,0.11398201824404831,0.010646342227304527,0.11348372517751466,True,0.11769668404616776,0.41981971932396717,True,A-A|B-D|C-C|D-A|D-B|E-D
trapezoid-int,triangle,15,10,True,3,14,11,11,0,11.56977918030087,17.207603026106675,22.619802867467495,15.734576432706199,6.752920741754435,15.733400379105207,0.04949189667451037,1,1,0.004081027286837833,0.0008888519929514026,0.010650974755431654,2.6098758981061643,True,True,1.3853452587214867e-14,8.331852114593072e-15,1.1067899029479861e-14,True,0.232027272422633,0.5447889932147856,True,A-B|B-B|B-C|C-A|C-C|D-A
two-triangles,parallelepiped-ext,180,10,True,28,492,131,131,0,1.585258336312562,13.78906987707086,24.04838229480291,13.5588880470306,1.8811194658146033,13.558816587822633,0.021709755058751057,9,1,0.0033520006756465686,0.0012258189082281208,0.008108132974368524,2.4188935978673523,True,True,1.4950458501242225,0.1464684971977242,1.487853848098764,True,0.07288895336558138,0.4431883781158899,True,A-A|B-D|C-B|D-A|E-C|F-D
trapezoid-int,pyramid,180,10,True,16,438,139,139,0,2.260586548347874,14.851387801510288,24.4383886455581,14.189693193282908,6.857550909580236,14.189603833955374,0.05833191541094962,13,1,0.003281425284342194,0.0016618662356953854,0.008526738773042952,2.5984863387655195,True,True,1.3371621238615756e-14,9.565974336450906e-15,9.34303963083549e-15,True,0.320381594636484,0.447246773371714,True,A-B|B-A|B-F|C-C|C-E|D-D
parallelepiped-ext,rectangle-same,34,10,True,6,83,22,22,0,2.3455835589065366,14.093746698519581,20.964089759287567,13.986272512470117,2.5885583683220923,13.98625982130133,0.01258540387352447,6,1,0.0031402118953953425,0.003505112162847871,0.007756585852499078,2.488232308197788,True,True,0.7394743007367499,0.09702688273905871,0.733081186142467,True,0.08446371459322005,0.41302574003819187,True,A-A|A-C|B-B|C-A|D-C|D-D
trapezoid-int,trapezoid-int,34,10,True,16,70,11,11,0,3.8477900078322005,15.739099866542173,23.499256963329948,14.274560958938379,6.659610048616321,14.273862222821727,0.06600808177033635,5,1,0.002772898477828199,0.0006378632817734993,0.007171445922233424,2.596546343415189,True,True,0.03826156973307825,0.007022869762683003,0.037611527737325456,True,0.07320196921372803,0.3844888679056581,True,A-A|B-B|B-C|C-C|C-D|D-B
central-trapezoid,parallelepiped-ext,78,10,True,2,271,56,56,0,1.587426141601949,13.752557080715675,23.446911992388664,13.606763327570292,2.2495365763807134,13.606619975524643,0.02478242271417308,17,1,0.002372649821886819,0.0009162944466859362,0.0052272247249186875,2.3951582903889648,True,True,0.45470937195004757,0.04210051578900523,0.45275618108371135,True,0.07484336398535814,0.4182034220705242,True,A-D|B-A|C-A|D-B|D-D|E-C
central-trapezoid,trapezoid-int,78,10,True,6,257,54,54,0,2.0107811048078257,12.787972030904346,25.7217154190726,12.621023675184992,2.1532903672636214,12.621004955904509,0.01508900563819715,15,1,0.002076505280154313,0.0006027062668088258,0.005021242433048718,2.4253734971839913,True,True,0.9869132905925744,0.09774423606661779,0.9820610507824942,True,0.08454261591237636,0.4657593743306056,True,A-C|B-D|C-B|D-A|D-C|E-B
trapezoid-int,hexagon,180,10,True,12,486,135,135,0,1.6120885072450137,16.460412582921983,22.804308590983876,15.013986598075778,6.755806098633481,15.013956046780228,0.07755696190219119,6,1,0.0018318514542226474,0.0029797449859444484,0.004590818679771604,2.598838480687585,True,True,8.894265436318763e-15,7.53644380168212e-15,4.723343357811471e-15,True,0.06265859274247343,0.4579559407757837,True,A-E|B-B|B-C|C-D|C-F|D-A
central-parallelepiped,trapezoid-int,78,10,True,12,341,44,44,0,1.8567598069198645,12.60244625310545,25.551935425555474,12.41327919744969,2.0630805728212005,12.41327919744969,0.022617365123148048,19,1,0.0017034317348182592,0.0012014055840119191,0.00408325433640103,2.423839121570365,True,True,1.356654377317146e-14,1.2210434516706244e-14,5.912393666071813e-15,True,0.08454261591237636,0.4657593743306056,True,A-C|B-B|C-A|C-B|D-D|E-C
rectangle-same,trapezoid-int,34,10,True,10,79,18,18,0,2.450570249225474,14.213758727483931,26.875711276503495,12.915814969060175,7.059230334879848,12.915814969060175,0.10823717276139355,4,1,0.001319924319672318,0.0023418156462277216,0.0029499776645723515,2.5728196393978218,True,True,6.3350847313290905e-15,2.5121479338940403e-15,5.815703853477314e-15,True,0.06620274516316707,0.3844888679056581,True,A-B|A-D|B-C|C-B|C-C|D-A
wave,rectangle-opposite,78,10,True,22,211,47,47,0,1.5409525752876765,13.72943899900862,23.132660902489036,13.616831057896801,1.9070136600992722,13.616736531814286,0.02009769944891282,8,1,0.0011747571171189413,0.0016397897682702744,0.002623569923757444,2.4145807782500035,True,True,6.237042840057389e-15,5.617333549722722e-15,2.710399819191012e-15,True,0.20497734473063722,0.3676539667191418,True,A-D|B-A|C-A|C-D|D-B|E-C
parallelepiped-int,central-trapezoid,78,10,True,2,306,57,57,0,1.7145610638054987,13.911369437582106,23.68187287104272,13.685660090081605,2.2090549600007323,13.685597024906425,0.015458572918484847,17,1,0.0004388283787347373,0.0004722640919932896,0.0010084817526217933,2.4239910221386007,True,True,1.1943797843661215,0.21820067824876954,1.1742791547644198,True,0.2427772495051519,0.4661386319733713,True,A-D|B-A|B-D|C-B|C-C|D-E
parallelepiped-int,wave,78,10,True,18,122,52,52,0,1.643017317179096,14.239435203650668,23.314796209524935,14.147547810775489,1.640711510008099,14.147531513389662,0.009159567817256686,8,1,0.00034050369482568703,0.0001101803002363466,0.0008242669111631374,2.4274068559584556,True,True,1.0797698667497257,0.19438673142333743,1.062128412098684,True,0.19353534753305096,0.432603075572651,True,A-C|B-B|B-C|C-A|C-E|D-D
triangle,parallelepiped-ext,15,10,True,2,27,11,11,0,1.8167587695462644,13.949647945087692,22.815851410964825,13.859666909064298,1.709145460545623,13.859653963667698,0.021845180476963932,2,1,0.00023632874321078562,0.00012156993415585541,0.0005644381638354214,2.4138693419516564,True,True,0.5848234802344731,0.10487037865810027,0.5753439898996666,True,0.08619812562049968,0.4789466625014645,True,A-A|A-D|B-A|B-C|C-B|C-D
trapezoid-int,wave,78,10,True,6,161,57,57,0,1.9676834369098362,16.907127468831156,23.043883868857097,15.067322662085717,6.979361126711207,15.06645386966141,0.07856487792899536,14,1,0.0001365257043459281,6.276769861727569e-05,0.00035474457748530517,2.6048529827734015,True,True,1.5031320417584049,0.12554490994272718,1.4978799720098612,True,0.24401054095097624,0.4825720176884886,True,A-B|B-A|B-D|C-C|C-E|D-C
line,line,6,10,False,6,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,diagonal,6,10,False,6,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,triangle,6,10,False,6,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,rectangle-same,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,rectangle-opposite,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,rhombus-ext,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,rhombus-int,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,parallelepiped-ext,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,parallelepiped-int,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,trapezoid-ext,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,trapezoid-int,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,pentagon,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,arrow,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,cross,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,central-trapezoid,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,wave,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,base-trapezoid,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,central-parallelepiped,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,2X3,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,two-triangles,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,vertical-parallelepiped,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,pyramid,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,horizzontal-parallelepiped,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,3X2,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
line,hexagon,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,line,6,10,False,6,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,diagonal,6,10,False,6,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,triangle,6,10,False,6,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,rectangle-same,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,rectangle-opposite,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,rhombus-ext,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,rhombus-int,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,parallelepiped-ext,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,parallelepiped-int,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,trapezoid-ext,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,trapezoid-int,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,pentagon,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,arrow,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,cross,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,central-trapezoid,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,wave,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,base-trapezoid,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,central-parallelepiped,36,10,False,36,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,2X3,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,two-triangles,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,vertical-parallelepiped,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,pyramid,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,horizzontal-parallelepiped,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,3X2,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
diagonal,hexagon,90,10,False,90,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
triangle,line,6,10,False,6,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
triangle,diagonal,6,10,False,6,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
triangle,triangle,6,10,False,3,18,1,1,0,9.378316910691657,14.408312279665385,23.649940674684835,14.342841519252744,1.5638409450453512,14.34282661765914,0.020513359749005033,2,0,,,,,,,,,,,,,,
triangle,trapezoid-int,15,10,False,3,14,11,11,0,9.653606894103895,13.18827321468251,24.981329881697203,13.095022704684052,1.7317054472970055,13.095022704684052,0.018997645101046956,1,0,,,,,,,,,,,,,,
rectangle-same,line,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
rectangle-same,diagonal,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
rectangle-same,rectangle-same,34,10,False,19,40,11,11,0,3.0305019773027713,16.293245629508693,23.095925635067385,13.4579337175131,7.735884774758186,13.455533969452128,0.1182995584820361,4,0,,,,,,,,,,,,,,
rectangle-same,rectangle-opposite,34,10,False,14,39,16,16,0,2.5716640412637033,15.809259035238048,25.96206959595862,12.748140550455062,8.127327344937425,12.748140550455062,0.10730522804580112,4,0,,,,,,,,,,,,,,
rectangle-same,parallelepiped-ext,34,10,False,6,87,20,20,0,2.568423496501642,15.205657748754847,25.628238788356974,12.601924751073525,7.395781665349426,12.601924751073525,0.10685130042199198,8,0,,,,,,,,,,,,,,
rectangle-same,base-trapezoid,78,10,False,18,151,48,48,0,2.005240995298266,16.35842474806085,23.303299163686365,13.641967217663336,7.2345206953038,13.637983943096067,0.12298741810765002,12,0,,,,,,,,,,,,,,
rectangle-opposite,line,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
rectangle-opposite,diagonal,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
rectangle-opposite,rectangle-opposite,34,10,False,18,40,12,12,0,1.8832568815139241,14.050518712207491,22.04811687963637,13.633674356848925,3.4016942188588093,13.633580199285655,0.02864284867318645,4,0,,,,,,,,,,,,,,
rectangle-opposite,parallelepiped-ext,34,10,False,14,76,12,12,0,1.72810309212742,13.84387942905187,21.687107905795056,13.487333662230618,2.7903164354248,13.487211428296684,0.025577494612758045,8,0,,,,,,,,,,,,,,
rhombus-ext,line,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
rhombus-ext,diagonal,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
rhombus-ext,rhombus-ext,34,10,False,18,38,12,12,0,1.5134456315530245,14.218558078919004,23.18244511041297,14.078835954772622,1.9549249806868652,14.078794801041798,0.021810299155260893,4,0,,,,,,,,,,,,,,
rhombus-ext,rhombus-int,34,10,False,18,0,16,16,0,,,,,,,,0,0,,,,,,,,,,,,,,
rhombus-int,line,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
rhombus-int,diagonal,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
rhombus-int,rhombus-ext,34,10,False,18,0,16,16,0,,,,,,,,0,0,,,,,,,,,,,,,,
rhombus-int,rhombus-int,34,10,False,18,38,12,12,0,1.5489277401970736,14.107809314333362,22.876415543993698,13.960299481378717,2.062366723749192,13.960228551290994,0.03020476587169263,4,0,,,,,,,,,,,,,,
parallelepiped-ext,line,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
parallelepiped-ext,diagonal,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
parallelepiped-ext,triangle,15,10,False,2,27,11,11,0,1.8020955787519957,13.941562456598417,22.77285154314202,13.881386482142885,1.7966782744247953,13.881377496546666,0.004508449861459596,2,0,,,,,,,,,,,,,,
parallelepiped-ext,rectangle-opposite,34,10,False,14,70,18,18,0,2.5875025902783855,13.66368612813208,21.60875470601714,13.22609258329624,2.644949121152401,13.225917056840622,0.013510002102288254,2,0,,,,,,,,,,,,,,
parallelepiped-ext,rhombus-ext,34,10,False,10,31,22,22,0,1.7672943687063714,14.049866721782841,22.7341714348626,13.946549390605032,2.038404581547685,13.946531598706917,0.00793281726239492,2,0,,,,,,,,,,,,,,
parallelepiped-ext,parallelepiped-ext,34,10,False,18,34,14,14,0,9.126242939030915,13.981627827942049,21.860873519781485,13.88246435745591,1.5937912035524175,13.882455618330388,0.012916868054713149,2,0,,,,,,,,,,,,,,
parallelepiped-ext,parallelepiped-int,34,10,False,18,0,16,16,0,,,,,,,,0,0,,,,,,,,,,,,,,
parallelepiped-ext,trapezoid-ext,34,10,False,6,59,24,24,0,1.8891693906010398,14.669104771415679,22.16350136252289,14.537739620549143,1.7305879524136671,14.537660408863442,0.006059300727523365,4,0,,,,,,,,,,,,,,
parallelepiped-ext,trapezoid-int,34,10,False,6,67,22,22,0,1.9028632592634682,12.907987310336102,24.97923475998309,12.634682110017724,2.6808070722815387,12.634682110017724,0.01477848480495858,6,0,,,,,,,,,,,,,,
parallelepiped-ext,central-trapezoid,78,10,False,2,277,55,55,0,1.7121285292686912,13.957271839772085,23.565385403626376,13.716853097191745,2.3152118048349632,13.716767066696836,0.009436519676709665,20,0,,,,,,,,,,,,,,
parallelepiped-ext,pyramid,180,10,False,8,600,135,135,0,2.194717821312359,12.89174862717302,25.30675658152842,12.643429583047306,2.4428392833643358,12.643420497985254,0.010751160997529041,20,0,,,,,,,,,,,,,,
parallelepiped-int,line,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
parallelepiped-int,diagonal,15,10,False,15,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,,,,
