pay_layout,gnd_layout,n_routings_checked,n_poses_checked,feasible,n_wcc_fail,n_wfc_fail,n_ifc_fail,n_ifc_fail_cable_cable,n_ifc_fail_exit_angle,wfc_fail_residual_min,wfc_fail_residual_median,wfc_fail_residual_max,wfc_fail_residual_force_median,wfc_fail_residual_moment_median,wfc_fail_residual_force_lateral_median,wfc_fail_residual_force_vertical_median,n_wfc_verify_attempted,n_wfc_verify_rescued,conditioning_index,manipulability,sigma_min,sigma_max,rank_ok,wfc_ok,max_wfc_residual,max_wfc_residual_force,max_wfc_residual_moment,ifc_ok,min_cable_cable_dist,min_exit_angle_margin,wfc_rescued_by_reposition,best_routing
central-parallelepiped,horizzontal-parallelepiped,360,10,True,76,913,214,214,0,1.5273206732433822,13.852415125746518,23.750558999845296,13.536605164601426,2.370531217897979,13.536556703964102,0.0010117876337023546,1,1,0.06476597839471598,0.048127612044988326,0.15583899733278242,2.4061861056590903,True,True,1.1030947132061738e-14,9.565974336450906e-15,5.4930801582266845e-15,True,0.07227372566323872,0.41981971932396717,True,A-E|B-A|C-B|C-D|D-F|E-C
parallelepiped-ext,pyramid,180,10,True,8,598,135,135,0,2.0588000817406695,12.797730925690288,25.2979136035307,12.602390443806588,1.914893119114454,12.602382903190165,0.001285658479354801,1,1,0.06471390855313199,0.024703103065472486,0.15858512696872734,2.507489439809438,True,True,0.35283749614841287,0.07031094386399846,0.3457610010704431,True,0.1292591401277905,0.42827695480702754,True,A-A|A-C|B-E|C-F|D-B|D-D
pyramid,rectangle-opposite,180,10,True,10,555,134,134,0,1.8171848303559623,15.292389257988425,22.361737588254275,14.160931815274798,4.725742246747861,14.160931808828028,0.00927313522840123,1,1,0.06470540973221871,0.0655471271806267,0.1640255060639807,2.5349581548559086,True,True,5.073598511677533e-15,2.8874137452498743e-15,4.171839369083926e-15,True,0.15695969043670036,0.4305510598091942,True,A-D|B-B|C-C|D-A|E-D|F-A
central-trapezoid,rectangle-opposite,78,10,True,12,327,45,45,0,1.6092658902496446,13.585761504053407,23.309727981670484,13.33424974441145,2.30880095226451,13.334231111440713,0.0013488802622010354,1,1,0.06424747168762591,0.0411069064204188,0.15421497910648999,2.4003275935322423,True,True,1.1462634791888e-14,8.086595410413717e-15,8.123975076308213e-15,True,0.10193973891104174,0.4652866157331114,True,A-B|B-D|C-A|D-A|D-C|E-D
vertical-parallelepiped,2X3,720,10,True,112,2180,437,437,0,1.7065828010311153,13.642063922862008,24.11872111865211,13.34024498902728,2.3426711353053724,13.3402252714983,0.001285469438838227,1,1,0.06389868031151848,0.05797058629143092,0.153061754744697,2.3953820955063736,True,True,5.600095788682904e-15,4.728885468085379e-15,2.999785837714906e-15,True,0.1129376939867447,0.42339245367800304,True,A-E|B-B|C-A|D-C|E-F|F-D
parallelepiped-int,horizzontal-parallelepiped,180,10,True,28,610,116,116,0,1.6383676422649676,13.74808840900096,23.267133881052363,13.494005466111078,1.8725445918947248,13.493995445764966,0.0011265343429975871,1,1,0.06376227410366707,0.022086286735304998,0.1540741143102765,2.416383613604764,True,True,7.613127223314164e-15,4.910148818092704e-15,5.8180877187053525e-15,True,0.28151867800683117,0.49625046035832693,True,A-B|B-A|B-F|C-C|C-E|D-D
pentagon,pyramid,360,10,True,1,1362,280,280,0,1.878954996400741,13.005873168903053,25.909163699606786,12.75585323272055,2.1922506340811116,12.755818685464128,0.0017953657459175432,1,1,0.0636271910107221,0.03735121583029562,0.15413052012285774,2.422400198319057,True,True,6.218302073673441e-15,3.542290046519584e-15,5.110720292266022e-15,True,0.08916388554894873,0.4312665152281575,True,A-A|B-B|C-D|D-F|E-C|E-E
vertical-parallelepiped,horizzontal-parallelepiped,720,10,True,172,2001,416,416,0,1.633697224799382,13.739453442301363,23.89106871866905,13.459054358600563,2.127842581083755,13.459054358597404,0.0010537587447778662,3,1,0.0632048773963407,0.04917374859170938,0.15198622382945187,2.4046597365641156,True,True,9.233058163921453e-15,6.504049972323149e-15,6.5533729495489456e-15,True,0.09723058338835644,0.32651322683833955,True,A-F|B-A|C-E|D-B|E-C|F-D
pentagon,2X3,360,10,True,0,1543,229,229,0,1.7533218218079483,13.513447208636338,24.500109424983226,13.153886402069878,2.5067058031608567,13.153886132527985,0.002165764641397061,2,1,0.06267937844365126,0.06366119798417628,0.15066406480182384,2.4037262101644927,True,True,1.3202787893113918e-14,1.0681822614574393e-14,7.759656808217908e-15,True,0.051060516802225384,0.3886873512957292,True,A-A|B-F|C-B|D-E|E-C|E-D
arrow,2X3,360,10,True,68,914,236,236,0,1.6091970821424313,13.698030711463316,23.8269032666304,13.471267852251875,2.1064557023520516,13.471235768367745,0.0013869603362630656,1,1,0.06248668632691786,0.04800938737839526,0.15032688546034728,2.4057426357011003,True,True,1.1254398211123894e-14,6.679816236361857e-15,9.057678187205881e-15,True,0.21693442413639383,0.36898991146262244,True,A-E|B-B|C-A|C-F|D-D|E-C
